Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,USCNo,Previousreading,CurrentReading,LastDate,CurrentDate,AddlCharges,TotalAmount,NewAmount,ACDAmount,ArrearAmount,EnergyCharge,FixedCharge,CustCharge,Adjustment,other,scno,name,eroarea,unit
Package-B,Khammam,Mahabubabad,Mahabubabad,INDIRA NAGAR COLONY,GP,279453,16843650,253,253,20-07-2022,24-08-2022,150,841,5146,0,4305,527,70,90,0,154,14628-01961,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,0
Package-B,Khammam,Mahabubabad,Mahabubabad,VEMUNUR,GP,213790,16843658,1023,1023,22-07-2022,20-08-2022,25,201,13108,0,12907,65,60,50,0,26,14606-01791,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,0
Package-B,Khammam,Mahabubabad,Mahabubabad,UTTARA THANDA,GP,279451,16843659,1359,1509,22-07-2022,20-08-2022,25,1564,18406,0,16842,1353.4,70,105,0,35.6,14606-01715,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,150
Package-B,Khammam,Mahabubabad,Mahabubabad,SEETLA THANDA,GP,279383,16843648,1653,1734,20-07-2022,25-08-2022,150,1005,2564,0,1559,688.5,70,90,0,156.5,14638-01019,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,81
Package-B,Khammam,Mahabubabad,Mahabubabad,DARGA THANDA,GP,279385,16843657,1928,1985,23-07-2022,25-08-2022,25,675,23874,0,23199,484.5,70,90,0,30.5,14604-01942,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,57
Package-B,Khammam,Mahabubabad,Mahabubabad,LAXMIPURAM THANDA,GP,279402,16546268,821,823,07-08-2022,05-09-2022,0,184,184,506,0,65,60,50,0,9,14652-00550,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,2
Package-B,Khammam,Mahabubabad,Mahabubabad,LAXMIPUR,GP,213779,16546258,32,34,04-08-2022,08-09-2022,25,200,400,0,200,65,60,50,0,25,14605-01768,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,2
Package-B,Khammam,Mahabubabad,Mahabubabad,KOMMUGUDEM,GP,279404,16546257,264,266,04-08-2022,05-09-2022,0,175,350,0,175,65,60,50,0,0,14637-01030,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,2
Package-B,Khammam,Mahabubabad,Mahabubabad,REDDIAL,GP,213786,16546259,60,62,06-08-2022,04-09-2022,0,175,350,0,175,65,60,50,0,0,14608-01119,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,2
Package-B,Khammam,Mahabubabad,Kesamudram,CAMP THANDA,GP,279900,16538763,925,1000,23-07-2022,24-08-2022,0,803,803,336,0,637.5,70,90,0,5.5,15039-00743,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,75
Package-B,Khammam,Mahabubabad,Kesamudram,TARASINGH THANDA,GP,279594,16538762,630,660,23-07-2022,24-08-2022,0,323,786,250,463,210,60,50,0,3,15034-01858,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,30
Package-B,Khammam,Mahabubabad,Kesamudram,KOMATIPALLI,GP,213661,16538781,1143,1279,19-07-2022,23-08-2022,0,1374,2352,592,978,1189.6,70,105,0,9.4,15014-01859,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,136
Package-B,Khammam,Mahabubabad,Kesamudram,PATHA THANDA,GP,279591,16538780,620,700,23-07-2022,24-08-2022,0,846,1083,284,237,680,70,90,0,6,15033-01860,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,80
Package-B,Khammam,Mahabubabad,Kesamudram,CHINYA THANDA,GP,279558,16604158,565,600,23-07-2022,24-08-2022,0,358,1022,148,664,245,60,50,0,3,15037-03776,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,35
Package-B,Khammam,Mahabubabad,Kesamudram,INUGURTHY,GP,213656,16632887,880,955,23-07-2022,24-08-2022,0,803,803,0,0,637.5,70,90,0,5.5,15016-03779,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,75
Package-B,Khammam,Mahabubabad,Kesamudram,LALU THANDA,GP,279544,16632886,380,426,23-07-2022,24-08-2022,0,435,700,0,265,322,60,50,0,3,15036-03780,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,46
Package-B,Khammam,Mahabubabad,Kesamudram,AYYAGARI PALLI,GP,279581,16702813,720,720,23-07-2022,20-08-2022,0,176,176,2556,0,65,60,50,0,1,15035-03787,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,0
Package-B,Khammam,Mahabubabad,Kesamudram,TOURYA THANDA (ZPTC THANDA),GP,279621,16754539,265,300,23-07-2022,24-08-2022,0,357,1030,0,673,245,60,50,0,2,15020-01124,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,35
Package-B,Khammam,Mahabubabad,Kesamudram,MAHAMOODPATNAM,GP,213663,16754540,68,78,15-07-2022,25-08-2022,25,206,372,0,166,70,60,50,0,26,15002-01125,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,10
Package-B,Khammam,Mahabubabad,Kesamudram,BHUKYA RAM THANDA,GP,279614,16754545,145,150,23-07-2022,25-08-2022,0,175,517,0,342,65,60,50,0,0,15019-01126,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,5
Package-B,Khammam,Mahabubabad,Kesamudram,KESAMUDRAM (STN),GP,213660,16750264,484,555,06-08-2022,03-09-2022,150,918,1738,0,820,603.5,70,90,0,154.5,15042-07543,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,71
Package-B,Khammam,Mahabubabad,Kesamudram,BICHYA NAIK  THANDA,GP,279658,16750263,549,549,25-07-2022,25-08-2022,0,176,176,456,0,65,60,50,0,1,15023-01991,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,0
Package-B,Khammam,Mahabubabad,Kesamudram,RANGAPURAM,GP,213665,16750257,1012,1142,19-08-2022,12-09-2022,0,1422,1422,3930,0,1177.8,70,105,0,69.2,15009-00493,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,130
Package-B,Khammam,Mahabubabad,Kesamudram,PEDDAMORI (AMJA) THANDA,GP,279539,16754556,150,200,23-07-2022,21-08-2022,0,588,588,0,0,425,70,90,0,3,15027-01992,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,50
Package-B,Khammam,Mahabubabad,Kesamudram,SARVAPURAM THANDA,GP,279656,16750262,796,809,19-08-2022,12-09-2022,0,203,322,0,119,91,60,50,0,2,15028-00008,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,13
Package-B,Khammam,Mahabubabad,Kesamudram,ANNARAM,GP,213651,16702817,1121,1208,23-07-2022,20-08-2022,150,1056,2947,2196,1891,739.5,70,90,0,156.5,15007-00660,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,87
Package-B,Khammam,Mahabubabad,Kesamudram,DARAMARAM THANDA,GP,279518,16702819,380,425,23-07-2022,24-08-2022,0,428,506,0,78,315,60,50,0,3,15026-00661,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,45
Package-B,Khammam,Mahabubabad,Kesamudram,TALLAPUSAPALLY,GP,213666,16574308,1331,1349,07-07-2022,20-08-2022,0,239,818,1160,579,126,60,50,0,3,15008-01500,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,18
Package-B,Khammam,Mahabubabad,Kesamudram,KALWALA,GP,213657,16538779,1579,1655,16-07-2022,13-08-2022,150,962,2629,922,1667,646,70,90,0,156,15010-02126,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,76
Package-B,Khammam,Mahabubabad,Kesamudram,AMEENAPUR,GP,213650,16538728,1033,1089,11-08-2022,10-09-2022,0,645,958,268,313,476,70,90,0,9,15018-01059,TELANGANA FIBER GRID  CORPORAT,MAHABUBABAD,56
Package-B,Khammam,Mahabubabad,Kesamudram,UPPARAPALLE,GP,213667,16754557,339,401,19-07-2022,16-08-2022,0,691,1680,0,989,527,70,90,0,4,15003-01975,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,62
Package-B,Khammam,Mahabubabad,Kesamudram,ARPANAPALE,GP,213652,16754558,357,471,24-07-2022,21-08-2022,0,1185,2227,0,1042,1002.6,70,105,0,7.4,15013-00935,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,114
,,,,,,,16653124,880,985,21-07-2022,23-08-2022,0,1103,1089,650,-14,892.5,114.1,90,0,6.4,15012-01166,ORUGANTI RAMESH ORUGANTI,MAHABUBABAD  ,105
Package-B,Khammam,Mahabubabad,Kesamudram,BHAVANIGADDA THANDA,GP,279587,16845858,365,400,26-07-2022,22-08-2022,0,357,1241,0,884,245,60,50,0,2,15032-01167,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,35
Package-B,Khammam,Mahabubabad,Kesamudram,BODAMACCHA THANDA,GP,279524,16820635,18,34,17-07-2022,15-08-2022,25,248,694,0,446,112,60,50,0,26,15024-01092,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,16
Package-B,Khammam,Mahabubabad,Kesamudram,DHANASARI,GP,213654,16750261,624,650,22-07-2022,21-08-2022,150,444,2676,764,2232,182,60,50,0,152,15004-01992,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,26
Package-B,Khammam,Mahabubabad,Kesamudram,KORUKONDAPALLE,GP,213662,16782530,10,10,15-07-2022,09-08-2022,25,200,369,0,169,65,60,50,0,25,15015-01175,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,0
Package-B,Khammam,Mahabubabad,Kesamudram,INTIKANNE,GP,213655,16845841,0,0,20-07-2022,20-08-2022,0,175,375,0,200,65,60,50,0,0,15011-00820,TELANGANA FIBER GRID CORPORATI,MAHABUBABAD,0
Package-C,ADILABAD,MANCHERIAL,JAIPUR,JAIPUR,GP,195228,16472317,1597,1716,18-07-2022,12-08-2022,150,1399,5885,1082,4486,1066.1,70,105,0,157.9,65219-01285,FIBER GRID CORPORATION TELANGA,CHENNUR,119
Package-C,ADILABAD,MANCHERIAL,JAIPUR,JAIPUR,Mandal,4652,16647970,7406,7781,18-07-2022,12-08-2022,377.46,4400,35145,14856,30745,3667.5,210,120,0,402.5,65219-01325,TELANGANA FIBER GRID CORPORATI,CHENNUR,375
Package-C,KARIMNAGAR,KARIMNAGAR,VEENAVANKA,Kanaparthi,GP,202031,16473630,960,1050,04-08-2022,04-09-2022,150,1109,1401,1838,292,765,70,90,0,184,21316-000750,TELANGANA FIBER GRID CORPORATI,JAMMIKUNTA,90
Package-C,KARIMNAGAR,PEDDAPALLI,PALAKURTHY,PUTNOOR,GP,278762,16486592,1165,1247,03-08-2022,03-09-2022,0,870,870,540,0,697,70,90,0,13,50332-00898,TELANGANA FIBER GRID CORPORATI,RAMAGUNDAM,82
Package-C,KARIMNAGAR,PEDDAPALLI,PALAKURTHY,PALAKURTHY,Mandal,7236,16547483,10240,10719,03-08-2022,03-09-2022,0,5510,5510,7000,0,4691.6,560,120,0,138.4,50316-02787,TELANGANA FIBER GRID CORPORATI,RAMAGUNDAM,479
Package-B,Khammam,Mahabubabad,Gudur,MARRIMITTA,GP,279476,16728521,703,749,21-08-2022,14-09-2022,0,546,1280,130,734,322,60,50,0,114,11429-00463,TELANGANA FIBER GRID CORPORATI,GUDUR,46
Package-B,Khammam,Mahabubabad,Gudur,KOBAL THANDA,GP,279461,16728520,421,552,19-08-2022,08-09-2022,0,1738,1983,0,245,1207.3,70,105,0,355.7,11437-00097,TELANGANA FIBER GRID CORPORATI,GUDUR,131
Package-B,Khammam,Mahabubabad,Gudur,VENGAMPETA,GP,279462,16728519,828,891,13-08-2022,08-09-2022,0,880,1289,302,409,535.5,70,90,0,184.5,11402-00435,TELANGANA FIBER GRID CORPORATI,GUDUR,63
Package-B,Khammam,Mahabubabad,Gudur,CHINNAYELLAPUR,GP,213570,16757909,12,64,19-08-2022,03-09-2022,0,896,1115,0,219,552.5,70,90,0,183.5,11412-00640,TELANGANA FIBER GRID CORPORATI,GUDUR,52
Package-B,Khammam,Mahabubabad,Gudur,BHUPATHIPET,GP,213567,16728518,455,494,14-08-2022,05-09-2022,0,492,492,660,0,273,60,50,0,109,11403-00948,TELANGANA FIBER GRID CORPORATI,GUDUR,39
Package-B,Khammam,Mahabubabad,Gudur,SEETHANAGARAM,GP,213585,16728517,797,874,16-08-2022,06-09-2022,150,1194,2738,250,1544,667.1,70,90,0,366.9,11405-01006,TELANGANA FIBER GRID CORPORATI,GUDUR,77
Package-B,Khammam,Mahabubabad,Gudur,LINE THANDA,GP,279466,16731311,6,6,17-08-2022,09-09-2022,0,219,438,0,219,65,60,50,0,44,11432-00423,TELANGANA FIBER GRID CORPORATI,GUDUR,0
Package-B,Khammam,Mahabubabad,Gudur,GUDUR,GP,213574,16728562,629,701,14-07-2022,11-08-2022,150,1121,2273,130,1152,612,70,90,0,349,11401-02753,TELANGANA FIBER GRID CORPORATI,GUDUR,72
Package-B,Khammam,Mahabubabad,Gudur,GAJULAGHAT,GP,213572,16754638,767,872,04-08-2022,08-09-2022,0,1326,2319,130,993,892.5,70,90,0,273.5,11410-00977,TELANGANA FIBERGRID CORPORATIO,GUDUR,105
Package-B,Khammam,Mahabubabad,Gudur,TEJAVATH RAM SINGH THANDA,GP,279481,16754637,1366,1407,23-07-2022,11-08-2022,0,501,501,1460,0,287,60,50,0,104,11444-00011,TELANGANA FIBERGRID CORPORATIO,GUDUR,41
Package-B,Khammam,Mahabubabad,Gudur,GUNDENGA,GP,213575,16754636,794,864,10-08-2022,05-09-2022,150,1100,2486,0,1386,595,70,90,0,345,11408-01875,TELANGANA FIBERGRID CORPORATIO,GUDUR,70
Package-B,Khammam,Mahabubabad,Gudur,MADANAPUR,GP,213579,16754635,480,534,19-08-2022,10-09-2022,0,778,1770,0,992,459,70,90,0,159,11409-00568,TELANGANA FIBERGRID CORPORATIO,GUDUR,54
Package-B,Khammam,Mahabubabad,Gudur,AYODHYAPUR,GP,213566,16754641,466,469,02-08-2022,07-09-2022,0,220,439,0,219,65,60,50,0,45,11411-00891,TELANGANA FIBER GRID CORPORATI,GUDUR,3
Package-B,Khammam,Mahabubabad,Gudur,PONUGODU,GP,213582,16754640,786,822,20-07-2022,21-08-2022,150,606,4770,962,4164,252,60,50,0,244,11407-01514,TELANGANA FIBER GRID CORPORATI,GUDUR,36
Package-B,Khammam,Mahabubabad,Gudur,PADAMATI THANDA,GP,279493,16754634,36,49,21-07-2022,21-08-2022,0,252,418,0,166,91,60,50,0,51,11447-00065,TELANGANA FIBERGRID CORPORATIO,GUDUR,13
Package-B,Khammam,Mahabubabad,Gudur,RAMULUTHANDA,GP,213584,16754639,528,601,23-07-2022,19-08-2022,0,982,2489,456,1507,620.5,70,90,0,201.5,11428-00497,TELANGANA FIBER GRID CORPORATI,GUDUR,73
Package-B,Khammam,Mahabubabad,Gudur,CHIRRAKUNTA THANDA,GP,279496,16754633,11,13,21-07-2022,20-08-2022,0,219,385,0,166,65,60,50,0,44,11442-00006,TELANGANA FIBERGRID CORPORATIO,GUDUR,2
Package-B,Khammam,Mahabubabad,Gudur,DAMERAVANCHA,GP,213571,16923703,48,120,16-07-2022,17-08-2022,25,995,1444,0,449,612,70,90,0,223,11417-00864,TELANGANA STATE FIBERGRID CORP,GUDUR,72
Package-B,Khammam,Mahabubabad,Gudur,NAIKPALLYY,GP,213581,16754632,908,1021,18-07-2022,12-08-2022,0,1487,3289,798,1802,1006.7,70,105,0,305.3,11415-00979,TELANGANA FIBERGRID CORPORATIO,GUDUR,113
Package-B,Khammam,Mahabubabad,Gudur,RAJANPALLY,GP,213583,16754631,592,686,22-07-2022,15-08-2022,0,1234,2643,0,1409,821.4,70,90,0,252.6,11414-00528,TELANGANA FIBERGRID CORPORATIO,GUDUR,94
Package-B,Khammam,Mahabubabad,Gudur,BOLLEPALLY,GP,213569,16754630,466,510,06-07-2022,07-08-2022,0,526,1245,0,719,308,60,50,0,108,11413-01021,TELANGANA FIBERGRID CORPORATIO,GUDUR,44
Package-B,Khammam,Mahabubabad,Gudur,BRAHMANAPALLI,GP,279473,16728515,773,853,09-08-2022,03-09-2022,0,1062,1937,352,875,680,70,90,0,222,11427-00345,TELANGANA FIBER GRID CORPORATI,GUDUR,80
Package-B,Khammam,Mahabubabad,Gudur,MACHARLA,GP,213578,16728516,521,569,18-08-2022,13-09-2022,0,564,1203,148,639,336,60,50,0,118,11406-01191,TELANGANA FIBER GRID CORPORATI,GUDUR,48
Package-B,Khammam,Mahabubabad,Gudur,EPUR,GP,279470,16817530,520,580,13-08-2022,02-09-2022,150,993,3258,0,2265,510,70,90,0,323,11424-00572,TELANGANA FIBER GRID CORPORATI,GUDUR,60
Package-B,Warangal,Mulugu,Kannaigudem,RAJANNAPETA,GP,213486,16554527,720,735,09-08-2022,09-09-2022,0,220,220,268,0,105,60,50,0,5,11132-00070,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,15
Package-B,Warangal,Mulugu,Kannaigudem,LAXMIPURAM,GP,279565,16554528,1232,1288,11-08-2022,09-09-2022,150,803,3229,798,2426,476,70,90,0,167,11128-00247,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,56
Package-B,Warangal,Warangal Rural,Duggondi,RAJAPALLI,GP,213334,16477857,4,9,12-05-2022,17-07-2022,50,349,1834,0,1485,130,120,100,0,-1,11908-00213,TELANGANA FIBER GRID CORPORATI,NARSAMPET,5
Package-B,Khammam,Mahabubabad,Narsimhulapet,VASRAM THANDA,GP,279256,16489437,1486,1571,06-08-2022,08-09-2022,0,898,898,626,0,722.5,70,90,0,15.5,14410-02648,TS FIBER GRID CORPORATIN LIMIT,THORRUR,85
Package-B,Warangal,Mulugu,Mangapet,NARSAPUR,GP,213802,16554530,169,198,07-08-2022,10-09-2022,25,340,820,0,480,203,60,50,0,27,11306-00964,TELANGANA FIBER RID CORPORATIO,ETURNAGARAM,29
Package-B,Warangal,Mulugu,Mangapet,MALLUR,GP,213800,16554531,927,1010,08-08-2022,09-09-2022,25,897,2314,0,1417,705.5,70,90,0,31.5,11308-01227,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,83
Package-B,Warangal,Mulugu,Mangapet,NARSIMHASAGAR,GP,213803,16623696,250,270,18-05-2022,26-07-2022,50,372,3187,189,2815,140,120,100,0,12,11310-00889,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,20
Package-B,Warangal,Mulugu,Mangapet,BALANNAGUDEM,GP,213792,16623697,45,90,24-05-2022,21-07-2022,50,548,1101,0,553,315,120,100,0,13,11335-00183,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,45
Package-B,Warangal,Mulugu,Mangapet,THIMMAMPET,GP,213807,16623698,60,254,28-05-2022,20-07-2022,25,2024,2024,0,0,1677,140,210,0,-3,11307-00923,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,194
Package-B,Warangal,Mulugu,Mangapet,CHERUPALLY,GP,213794,16623699,100,100,28-05-2022,27-07-2022,25,335,335,0,0,130,120,100,0,-15,11305-00899,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,0
Package-B,Warangal,Mulugu,Mangapet,BUCHAMPET,GP,213793,16623700,360,500,18-05-2022,30-07-2022,25,1503,1503,0,0,1190,140,180,0,-7,11320-00306,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,140
Package-B,Warangal,Mulugu,Mangapet,NARSAIGUDEM,GP,278341,16599762,160,190,22-06-2022,26-08-2022,25,457,457,0,0,210,120,100,0,27,11342-00096,TELANGANA FIBERGRID CORPORATIO,ETURNAGARAM,30
Package-B,Warangal,Mulugu,Mangapet,KOMATIPALLI,GP,213799,16554532,1092,1118,07-08-2022,10-09-2022,0,302,1332,456,1030,182,60,50,0,10,11304-00969,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,26
Package-B,Warangal,Mulugu,Mangapet,KAMALAPUR,GP,213797,16554538,551,712,05-08-2022,03-09-2022,0,1639,1792,0,153,1453.9,70,105,0,10.1,11302-04047,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,161
Package-B,Warangal,Mulugu,Mangapet,KOTHA MALLUR,GP,278340,16554534,500,560,08-08-2022,09-09-2022,0,674,674,0,0,510,70,90,0,4,11308-01228,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,60
Package-B,Warangal,Mulugu,Mangapet,CHUNCHUPALLY,GP,213795,16554535,64,79,07-08-2022,10-09-2022,25,241,586,0,345,105,60,50,0,26,11305-00892,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,15
Package-B,Warangal,Mulugu,Mangapet,WADAGUDEM,GP,213808,16554536,1009,1095,08-08-2022,09-09-2022,150,1047,3318,0,2271,731,70,90,0,156,11313-00367,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,86
Package-B,Warangal,Mulugu,Mangapet,RAMANAKKAPET,GP,213806,16554537,600,1200,07-08-2022,11-09-2022,150,6352,8572,0,2220,5935.8,70,160,0,186.2,11314-00717,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,600
Package-B,Warangal,Mulugu,Mangapet,RAJUPET,GP,213804,16537926,540,752,22-06-2022,24-08-2022,50,2224,3104,0,880,1810.4,140,210,0,63.6,11315-01394,TELANGANA FIBERGRID CORPORATIO,ETURNAGARAM,212
Package-B,Warangal,Mulugu,Mangapet,BRAHAMANAPALLY,GP,278333,16599763,40,40,22-06-2022,24-08-2022,50,400,400,0,0,130,120,100,0,50,11318-00387,TELANGANA FIBERGRID CORPORATIN,ETURNAGARAM,0
Package-B,Warangal,Mulugu,Mangapet,KATHIGUDEM,GP,213798,16599764,496,719,15-06-2022,10-08-2022,300,2614,2617,0,3,1950.1,140,210,0,313.9,11316-00348,TELANGANA FIBERGRID CORPORATIO,ETURNAGARAM,223
Package-B,Warangal,Mulugu,Mangapet,RAMACHANDRUNIPETA,GP,213805,16623791,280,330,17-06-2022,25-08-2022,50,624,624,0,0,350,120,100,0,54,11312-00935,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,50
Package-B,Warangal,Mulugu,Mangapet,NIMMAGUDEM,GP,278330,16623783,190,190,18-06-2022,17-08-2022,50,400,837,0,437,130,120,100,0,50,11338-00060,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,0
Package-B,Warangal,Mulugu,Mangapet,DOMEDA,GP,213796,16623785,175,175,19-06-2022,24-08-2022,50,400,790,0,390,130,120,100,0,50,11319-00898,TELANGANA FIBERGRID CORPORATIO,ETURNAGARAM,0
Package-B,Warangal,Mulugu,Mangapet,VAGODDU GUDEM,GP,278338,16602547,233,260,22-06-2022,25-08-2022,0,411,411,0,0,189,120,100,0,2,11325-00066,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,27
Package-B,Warangal,Mulugu,Mangapet,PUREDUPALLY,GP,278335,16602546,360,450,09-05-2022,23-07-2022,50,856,5382,0,4526,630,120,100,0,6,11311-00215,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,90
Package-B,Warangal,Warangal Rural,Duggondi,MARIPALLY,GP,213465,16493369,1270,1307,15-07-2022,08-09-2022,0,483,483,0,0,259,120,100,0,4,12026-00245,TELANGANA FIBER GRID CORPORATI,NARSAMPET,37
Package-B,Khammam,Mahabubabad,Chinnagudur,Chinnagudur,Mandal,7256,16939012,17197,17659,06-08-2022,08-09-2022,947.73,5880,179226,0,173346,4496.9,280,120,0,983.1,14321-01635,TELANGANA FIBER GRID,THORRUR,462
Package-B,Khammam,Mahabubabad,Danthalapalle,Danthalapalle,Mandal,7257,16934025,3,60,06-08-2022,10-09-2022,25,813,5238,0,4425,484.5,210,90,0,28.5,14401-02502,TELANGANA FIBER GRID CORPORATI,THORRUR,57
Package-B,Khammam,Mahabubabad,Dornakal,Dornakal,Mandal,5665,16522672,5272,5970,03-08-2022,04-09-2022,150,7846,14714,0,6868,7067.8,420,160,0,198.2,14801-05988,TELANGANA FIBERGRID CORPORATIO,KORIVI,698
Package-B,Khammam,Mahabubabad,Kuravi,Kuravi,Mandal,5680,16540681,18600,21410,18-08-2022,14-09-2022,0,31479,39285,20850,7806,30394.2,420,160,0,504.8,14719-03634,TELANGANA FIBER GRID CORPORATI,KORIVI,2810
Package-B,Khammam,Mahabubabad,Narsimhulapet,Narsimhulapet,Mandal,5692,16489363,9606,10100,06-08-2022,07-09-2022,0,5513,5513,6826,0,4837,420,120,0,136,14410-02635,TELANGANA FIBER GRID CORPORATI,THORRUR,494
Package-B,Khammam,Mahabubabad,Nallikudur,Nallikudur,Mandal,5689,16463702,16613,17846,05-08-2022,05-09-2022,0,13839,13839,13684,0,12973,420,160,0,286,14901-02633,TELANGANA FIBER GRID CORPORATI,THORRUR,1233
Package-B,Khammam,Mahabubabad,Peddavangara,Peddavangara,Mandal,7217,16512817,1390,1483,04-08-2022,04-09-2022,150,1456,2964,0,1508,790.5,420,90,0,155.5,14003-02070,TELANGANA FIBER GRID CORPORATI,THORRUR,93
Package-B,Khammam,Mahabubabad,Thorrur,Thorrur,Mandal,5703,16489501,11540,12315,05-08-2022,05-09-2022,0,8882,8882,20784,0,7935,420,160,0,367,14500-10708,TELANGANA FIBER GRID CORPORATI,THORRUR,775
Package-B,Warangal,Jangaon,Bachannapeta,Bachannapeta,Mandal,5658,16419607,16520,17551,18-07-2022,09-08-2022,150,11720,33198,7944,21478,10924.6,420,160,0,215.4,13101-03707,TELANGANA FIBER GRID CORPORATI,JANGAON,1031
Package-B,Warangal,Jangaon,Devaruppula,Devaruppula,Mandal,5663,16793163,6286,7044,11-08-2022,12-09-2022,0,8762,8762,26602,0,7727.8,420,160,0,454.2,14218-01372,TELANGANA FIBER GRID CORPORATI,JANGAON,758
Package-B,Warangal,Jangaon,Kodakandla,Kodakandla,Mandal,5678,16544904,10776,11873,13-08-2022,15-09-2022,0,12145,12145,14988,0,11439.9,247.1,160,0,298,14001-03495,TELANGANA FIBER GRID CORPORATI,PALAKURTHY,1097
Package-B,Warangal,Jangaon,Lingalaghanpur,Lingalaghanpur,Mandal,5681,16453234,1500,1550,09-08-2022,08-09-2022,150,1088,2026,0,938,425,420,90,0,153,13901-01818,TELANGANA FIBER GRID CORPORATI,JANGAON,50
Package-B,Warangal,Jangaon,Palakurthy,Palakurthy,Mandal,5694,16564887,8000,9692,18-08-2022,06-09-2022,0,23710,25344,2966,1634,18247.9,420,160,0,4882.1,14101-04356,TELANGANA FIBER GRID CORPORATI,PALAKURTHY,1692
Package-B,Warangal,Jayashankar Bhupalapalli,Mogullapalle,Mogullapalle,Mandal,5686,16438216,8274,8745,08-08-2022,08-09-2022,174.64,5225,22418,5274,17193,4608.4,210,120,0,286.6,10201-02266,TELANAGANA FIBER GRID CORPORAT,BHOOPALPALLY,471
Package-B,Warangal,Warangal Rural,Atmakur,Atmakur,Mandal,5657,16463477,14761,15623,05-08-2022,05-09-2022,0,9648,9648,8020,0,8892,420,160,0,176,12401-03224,TELANGANA FIBER GRID CORPORATI,PARKAL,862
Package-B,Warangal,Warangal Rural,Damera,Damera,Mandal,7334,16559191,12946,12946,14-08-2022,11-09-2022,0,653,653,11360,0,65,360,50,0,178,12412-01914,TELANGANA FIBER GRID CORPORATI,PARKAL,0
Package-B,Warangal,Warangal Rural,Duggondi,Duggondi,Mandal,5666,16653345,8452,9103,10-08-2022,05-09-2022,0,7396,7396,7202,0,6665.4,420,160,0,150.6,12001-01137,TELANGANA FIBER GRID CORPORATI,NARSAMPET,651
Package-B,Warangal,Warangal Rural,Geesugonda,Geesugonda,Mandal,5668,16418195,8612,8709,10-08-2022,04-09-2022,0,1405,1405,2462,0,848.3,420,90,0,46.7,12501-01762,TELANGANA FIBER GRID CORPORATI,WARDHANNAPET,97
